,user_id,name,username,following_agentid_list,previous_tweets,user_char,description
53,1078319785,user_53,user53,[32],[],Our lives become beautiful not because we are perfect. Our lives become beautiful because we put our heart into whatever we do. #Sadhguru @cpsavesoil,Our lives become beautiful not because we are perfect. Our lives become beautiful because we put our heart into whatever we do. #Sadhguru @cpsavesoil
54,195246980,user_54,user54,[],[],"Suburb-dweller trekking into Boston. Mom, fan of cattle dogs, wine, true crime, and streaming documentaries.","Suburb-dweller trekking into Boston. Mom, fan of cattle dogs, wine, true crime, and streaming documentaries."
55,127501740,user_55,user55,[20],[],,
56,406470792,user_56,user56,[32],[],"PR professional, sports lover, and a self-declared TV junkie. All opinions are my own","PR professional, sports lover, and a self-declared TV junkie. All opinions are my own"
57,617166446,user_57,user57,[32],[],,
58,2469359521,user_58,user58,[32],[],"this is a personal account, expect randomness she/her 独身中年アイドルヲタヽ(´ー`)ノフォエバー / Current OJS48 member","this is a personal account, expect randomness she/her 独身中年アイドルヲタヽ(´ー`)ノフォエバー / Current OJS48 member"
59,278617249,user_59,user59,[],[],🎭🎬 Actress 🎙 Voiceover Artist 😻 Cat lover 🛥 Yacht Rock connoisseur 💖💚 AKA1908,🎭🎬 Actress 🎙 Voiceover Artist 😻 Cat lover 🛥 Yacht Rock connoisseur 💖💚 AKA1908
60,900777782,user_60,user60,[32],[],,
61,72604394,user_61,user61,[32],[],"Ad writer, creative thinker, brand shaper. Interested in everything tech and alcohol.","Ad writer, creative thinker, brand shaper. Interested in everything tech and alcohol."
62,91412333,user_62,user62,[],[],"Lord Jesus Christ, Son of God, have mercy on me, because I am a sinner ☦️🛐","Lord Jesus Christ, Son of God, have mercy on me, because I am a sinner ☦️🛐"
63,24809218,user_63,user63,[32],[],"Work in communication / digital media. Big fan of post-its, colorful pens & Persian food. Opinions are my own.","Work in communication / digital media. Big fan of post-its, colorful pens & Persian food. Opinions are my own."
64,141898283,user_64,user64,[32],[],,
65,366698784,user_65,user65,[],[],"Data journalist turned web developer, proud member of @ondatait 'So come on friends, To the barricades again. We will find our way, We will find our way.'","Data journalist turned web developer, proud member of @ondatait 'So come on friends, To the barricades again. We will find our way, We will find our way.'"
66,198251155,user_66,user66,"[70, 32]",[],"Techno-adventurer, citizen of the world imprisoned voluntarily in Greece, Web-sucker-surfer, social media observer, music lover.","Techno-adventurer, citizen of the world imprisoned voluntarily in Greece, Web-sucker-surfer, social media observer, music lover."
67,2413396015,user_67,user67,"[32, 40]",[],"Small town girl, living the big city dream. Currently pursuing my Master's in Digital Marketing and Analytics. Check out my blog here: https://t.co/vzo2dWqs1w","Small town girl, living the big city dream. Currently pursuing my Master's in Digital Marketing and Analytics. Check out my blog here: https://t.co/vzo2dWqs1w"
68,23686158,user_68,user68,[],[],"Transforming Communication through Content Creation and Digital Distribution Me: Husband, Dad, golfer, Boston Fan, Trinity Coll. Alum, sportsbiz , optimist","Transforming Communication through Content Creation and Digital Distribution Me: Husband, Dad, golfer, Boston Fan, Trinity Coll. Alum, sportsbiz , optimist"
69,38606937,user_69,user69,[32],[],#Technology Lover. #MarketingAutomation Expert. #Blogger. Powered by #Coffee,#Technology Lover. #MarketingAutomation Expert. #Blogger. Powered by #Coffee
70,406992903,user_70,user70,[32],[],"#SocialMedia Experts in #Digital #Marketing, #Online #Advertising, #Branding, #Web #Strategy, #SMO #SEO | #Facebook #Twitter #YouTube | RTs are not endorsements","#SocialMedia Experts in #Digital #Marketing, #Online #Advertising, #Branding, #Web #Strategy, #SMO #SEO | #Facebook #Twitter #YouTube | RTs are not endorsements"
71,418358791,user_71,user71,[],[],tech n3rd | product at Tibber | father of three,tech n3rd | product at Tibber | father of three
72,2477530908,user_72,user72,[32],[],"Creative Studios - Web Design + Development, Graphic Design, Branding, Social Media Marketing, SEO, Content Marketing, Google Ads & More.","Creative Studios - Web Design + Development, Graphic Design, Branding, Social Media Marketing, SEO, Content Marketing, Google Ads & More."
73,117943883,user_73,user73,[],[],Data harmonizer. Unfolding e(in)ternally. https://t.co/N6HzmcBqx9 #MabStudios #CG ♐,Data harmonizer. Unfolding e(in)ternally. https://t.co/N6HzmcBqx9 #MabStudios #CG ♐
74,2380794661,user_74,user74,[],[],Innovation & Sustainability,Innovation & Sustainability
75,546141443,user_75,user75,[32],[],Budding Software Engineer who loves to travel and share new experiences. Yes; I live on two extremes of the same spectrum. Call it crazy; i think its divine.,Budding Software Engineer who loves to travel and share new experiences. Yes; I live on two extremes of the same spectrum. Call it crazy; i think its divine.
76,26411167,user_76,user76,[],[],Computer Science Engineer therefore COFFEE LOVER =D,Computer Science Engineer therefore COFFEE LOVER =D
77,589637517,user_77,user77,[32],[],,
78,1636278630,user_78,user78,[32],[],Leading global retail marketing and activation company providing award-winning solutions and changing the face of retail for 70 years. http://t.co/XOzS9x7dSr,Leading global retail marketing and activation company providing award-winning solutions and changing the face of retail for 70 years. http://t.co/XOzS9x7dSr
79,179155320,user_79,user79,[32],[],"LTEC PhD student, IT Mgr @ UH Mānoa, HGEA BU08 President 23-25, EdTech, #VR #AR #MR & #eSports Research, Foodie, & Wine #its4thekids -Views R My Own-","LTEC PhD student, IT Mgr @ UH Mānoa, HGEA BU08 President 23-25, EdTech, #VR #AR #MR & #eSports Research, Foodie, & Wine #its4thekids -Views R My Own-"
80,184599763,user_80,user80,[],[],An American living in the UK.,An American living in the UK.
81,498926310,user_81,user81,[32],[],"Talent Acquisition, Human Resources, Operations, Dog Lover, Trail Runner, EMT, Firefighter, Ski Patroller, Chef, Mom, Wife","Talent Acquisition, Human Resources, Operations, Dog Lover, Trail Runner, EMT, Firefighter, Ski Patroller, Chef, Mom, Wife"
82,83572086,user_82,user82,[],[],"Heart firmly on sleeve - it's the best way, I promise! Mummy to the most adorable little boy. Grafter - I can't help it","Heart firmly on sleeve - it's the best way, I promise! Mummy to the most adorable little boy. Grafter - I can't help it"
83,25745023,user_83,user83,[21],[],"Creator of patented PortaPocket modular wearables: versatile pockets keep cellphone, ID/cards, passports+ safe. Adaptive for dogs+wheelchairs too ♥Science+Facts","Creator of patented PortaPocket modular wearables: versatile pockets keep cellphone, ID/cards, passports+ safe. Adaptive for dogs+wheelchairs too ♥Science+Facts"
84,34916679,user_84,user84,[32],[],Rédactrice en chef adjointe @LUsineDigitale. Passée par suffisamment d'endroits pour me méfier des étiquettes.,Rédactrice en chef adjointe @LUsineDigitale. Passée par suffisamment d'endroits pour me méfier des étiquettes.
85,239029295,user_85,user85,[32],[],"Addicted to reading & dogs. Lit Agent for Collecting Shakespeare by Stephen Grant, West Without Water by Lynn Ingram. I vote for Democrats & Democracy.","Addicted to reading & dogs. Lit Agent for Collecting Shakespeare by Stephen Grant, West Without Water by Lynn Ingram. I vote for Democrats & Democracy."
86,2254350528,user_86,user86,[32],[],"PhD candidate in Information Studies, University of Maryland's iSchool.","PhD candidate in Information Studies, University of Maryland's iSchool."
87,212101327,user_87,user87,[],[],she/her | this is my private trash account find me mostly at @isabelsong,she/her | this is my private trash account find me mostly at @isabelsong
88,235248342,user_88,user88,[32],[],"Loves shopping, reading, sweets, coffee and tea, Milton the cat, and nail polish. Always has a serious case of wanderlust.","Loves shopping, reading, sweets, coffee and tea, Milton the cat, and nail polish. Always has a serious case of wanderlust."
89,382248824,user_89,user89,[],[],"Blökt nicht mit den Mainstream-Schafen.

Retweeten wirkt meist mehr als Liken.
Beides freut mich natürlich am meisten …","Blökt nicht mit den Mainstream-Schafen.

Retweeten wirkt meist mehr als Liken.
Beides freut mich natürlich am meisten …"
90,376164732,user_90,user90,[32],[],"Journaliste, Le Monde.  La déconnexion des élites. Comment Internet dérange l'ordre établi (Arènes, 2015) belot@lemonde.fr","Journaliste, Le Monde.  La déconnexion des élites. Comment Internet dérange l'ordre établi (Arènes, 2015) belot@lemonde.fr"
91,55467587,user_91,user91,[],[],genocide funder (American tax payer) || Mr Green Tea and the Big Steepers || uwu woo woo,genocide funder (American tax payer) || Mr Green Tea and the Big Steepers || uwu woo woo
92,255369814,user_92,user92,[],[],Read at your own risk,Read at your own risk
93,428225985,user_93,user93,[],[],"Technology news, reviews, opinions and issues.","Technology news, reviews, opinions and issues."
94,66358288,user_94,user94,[],[],"Curious, kind, learning. I don’t need a knight in shining armour; I am the knight in shining armour #dogmom  #Kdrama #psychology #slowtravel","Curious, kind, learning. I don’t need a knight in shining armour; I am the knight in shining armour #dogmom  #Kdrama #psychology #slowtravel"
95,2796715257,user_95,user95,[32],[],"Techie. Cloud, security, SaaS, mobile. Performance is everything. CMO at Catchpoint. Personal account @gerardodada. Tweets are are my own. #ATX #performance","Techie. Cloud, security, SaaS, mobile. Performance is everything. CMO at Catchpoint. Personal account @gerardodada. Tweets are are my own. #ATX #performance"
96,248936218,user_96,user96,[32],[],Computer Science Graduate | Gadget geek | Space enthusiast | Coffee addict | Basketball Lover... RETWEETS ARE NOT ENDORSEMENTS!,Computer Science Graduate | Gadget geek | Space enthusiast | Coffee addict | Basketball Lover... RETWEETS ARE NOT ENDORSEMENTS!
97,321438504,user_97,user97,[32],[],"Sales Senior Recruiter @Cisco #recruiting #sourcing #recruitmentmarketing #employerbranding #HRtech #AI/ML My tweets, not Cisco's","Sales Senior Recruiter @Cisco #recruiting #sourcing #recruitmentmarketing #employerbranding #HRtech #AI/ML My tweets, not Cisco's"
98,19908090,user_98,user98,[],[],"Responsabile comunicazione @bolognawelcome, @nexacenter alumnus, clown","Responsabile comunicazione @bolognawelcome, @nexacenter alumnus, clown"
99,18211373,user_99,user99,"[32, 105]",[],"Diletante y tal. Fui aprendiz de economista. Modelo fitness retirado. Quejumbres y jeremiadas. Creo cosas, hago cosas.","Diletante y tal. Fui aprendiz de economista. Modelo fitness retirado. Quejumbres y jeremiadas. Creo cosas, hago cosas."
100,17297519,user_100,user100,[32],[],"Music that doesn't suck, sports fan, tech geek, other random interests. Keep your pronouns/delusion. See a therapist.","Music that doesn't suck, sports fan, tech geek, other random interests. Keep your pronouns/delusion. See a therapist."
101,2689725379,user_101,user101,[32],[],I bad pass them all ****,I bad pass them all ****
102,121216105,user_102,user102,[32],[],"60's Hippie-Chick ~ Radio/TV Background, Writer. Love Politics! Satire! RocknRoll! Animal Lover! FunnyRox2!  LiberalDem ;)  #TheResistance  PEACE","60's Hippie-Chick ~ Radio/TV Background, Writer. Love Politics! Satire! RocknRoll! Animal Lover! FunnyRox2!  LiberalDem ;)  #TheResistance  PEACE"
103,18492523,user_103,user103,[10],[],Auteur du blog #Sensduclient Conférencier #relationclient #experienceclient #tendancesclient 30 ans d'expérience. Ma passion : les belles histoires.,Auteur du blog #Sensduclient Conférencier #relationclient #experienceclient #tendancesclient 30 ans d'expérience. Ma passion : les belles histoires.
104,243299723,user_104,user104,[],[],...,...
105,16199328,user_105,user105,[99],[],"Marido, padre de tres hijos, montañero, viajero y empresario. 🇪🇺","Marido, padre de tres hijos, montañero, viajero y empresario. 🇪🇺"
106,2436034951,user_106,user106,[32],[],"Middle Bridge Partners invests in emerging companies in DC, NY, SF, IST and more. Investing to build bridges. info@middlebridgepartners.com","Middle Bridge Partners invests in emerging companies in DC, NY, SF, IST and more. Investing to build bridges. info@middlebridgepartners.com"
107,14951685,user_107,user107,[32],[],I'm on Threads as @jma0611,I'm on Threads as @jma0611
108,15598689,user_108,user108,[],[],views expressed are my personal ones,views expressed are my personal ones
109,296912767,user_109,user109,[32],[],"Communications professional, proud Winnipegger, Slurpee connoisseur. Loves Canada, hiking, road trips, exploring new cities, soccer, photography, NYC & shoes.","Communications professional, proud Winnipegger, Slurpee connoisseur. Loves Canada, hiking, road trips, exploring new cities, soccer, photography, NYC & shoes."
110,2366070992,user_110,user110,[32],[],I believe in science.,I believe in science.
