,label,id,source,num_users,max_depth,source_tweet,mean_time,median_time,max_time,topic_category,topic_name,start_time,root_user
28,True,514478918636535808,twitter15,530,5,portland cops complete delivery after pizza hut driver injured in crash URL URL,1.5579999999999998,1.4,3.33,Business,True_Business_12,2014-09-23 18:18:27+00:00,14173315
29,True,551159366876147714,twitter15,184,2,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL",2.8024000000000004,3.385,7.4,Entertainment,True_Entertainment_63,2015-01-02 23:33:27+00:00,51241574
30,True,407248574099894272,twitter15,979,4,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",0.9137999999999998,0.8200000000000001,1.32,Entertainment,True_Entertainment_32,2013-12-01 20:43:21+00:00,2883841
31,True,509466295344304129,twitter15,130,3,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,2.6244,2.185,7.57,Business,True_Business_9,2014-09-09 22:20:04+00:00,14372486
32,True,523126268603031552,twitter15,443,3,the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL,1.5378,1.18,3.08,Urban Legends,True_Urban Legends_1,2014-10-17 14:59:56+00:00,15913
33,True,532276693931945984,twitter15,169,3,sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL,3.6672,2.3,9.03,Entertainment,True_Entertainment_54,2014-11-11 21:00:27+00:00,14780915
34,True,407164597511393280,twitter15,1504,8,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0.6394,0.65,0.9,Entertainment,True_Entertainment_4,2013-12-01 15:09:39+00:00,149655776
35,True,528822281972498432,twitter15,125,3,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL,-73.7366,37.66,356.02,Science & Technology,True_Science & Technology_12,2014-11-02 08:13:51+00:00,16973333
36,True,427924694663454720,twitter15,123,2,actor who played marlboro man in ads dies from smoking-related disease URL,4.5068,3.36,10.72,Health,True_Health_7,2014-01-27 22:02:52+00:00,14173315
37,True,536547921542791170,twitter15,1211,5,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,1.8976,1.705,3.41,Education,True_Education_0,2014-11-23 15:52:47+00:00,16973333
38,True,524586367456919552,twitter15,108,3,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL,4.368399999999999,4.29,8.73,Science & Technology,True_Science & Technology_4,2014-10-21 15:41:51+00:00,17469289
39,True,531648145613398016,twitter15,550,5,making my own doritos flavored mountain dew! URL,0.9384,0.85,1.38,Entertainment,True_Entertainment_46,2014-11-10 03:22:50+00:00,42345999
40,True,407236151167025152,twitter15,820,5,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,1.2222000000000008,1.485,1.88,Entertainment,True_Entertainment_30,2013-12-01 19:53:59+00:00,892675814
41,True,407177474788057088,twitter15,2538,6,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0.9156,0.875,1.21,Entertainment,True_Entertainment_9,0,148779151
42,True,510918747188514816,twitter15,376,3,breaking: video claims to show beheading of british aid worker david haines by #isis.,0.8420000000000001,0.665,1.6,Terrorism & War,True_Terrorism & War_3,2014-09-13 22:31:36+00:00,1367531
43,True,551575491430211584,twitter15,457,5,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth",0.982,0.88,2.05,Health,True_Health_12,2015-01-04 03:06:59+00:00,1367531
44,True,427831952826449920,twitter15,126,1,ex-marlboro man dies from smoking-related disease - URL,2.7414000000000014,2.42,4.58,Health,True_Health_6,2014-01-27 15:54:20+00:00,279390084
45,True,427690961280696320,twitter15,289,2,man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL,2.185400000000001,1.95,3.97,Health,True_Health_4,2014-01-27 06:34:05+00:00,14511951
46,True,524991240270807042,twitter15,117,3,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",1.2652000000000003,1.12,3.2,Terrorism & War,True_Terrorism & War_31,2014-10-22 18:30:40+00:00,19038934
47,True,509463933564891137,twitter15,160,5,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL",1.8254,1.7,3.92,Business,True_Business_5,0,13461662
48,True,532275383430041600,twitter15,263,3,sugarhill gang's big bank hank dies at 57 from cancer URL URL,2.037600000000001,2.02,3.43,Entertainment,True_Entertainment_52,2014-11-11 20:55:15+00:00,16331010
49,True,527947775905103872,twitter15,219,2,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL,2.2922,2.62,4.27,Entertainment,True_Entertainment_42,2014-10-30 22:18:53+00:00,18927441
50,True,568075025418317826,twitter15,161,2,uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL,3.4449999999999994,3.115,7.95,Business,True_Business_20,2015-02-18 15:50:15+00:00,1367531
51,True,532297096356167680,twitter15,370,4,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL,2.1867999999999994,2.58,4.15,Entertainment,True_Entertainment_55,2014-11-11 22:21:32+00:00,2883841
52,True,552661209204260864,twitter15,403,3,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL,1.8356,1.84,3.22,Natural Disasters,True_Natural Disasters_4,2015-01-07 03:01:14+00:00,28785486
53,True,427662266993889280,twitter15,142,4,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL,4.731199999999999,3.5,10.95,Health,True_Health_1,2014-01-27 04:40:04+00:00,7309052
54,True,407169699559247872,twitter15,186,2,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL",2.3772000000000006,2.0700000000000003,4.89,Entertainment,True_Entertainment_6,2013-12-01 15:29:55+00:00,14934818
55,True,527295015643394048,twitter15,586,3,jose canseco accidentally shot himself in the hand at his las vegas home URL URL,0.5254000000000001,0.43,0.77,Entertainment,True_Entertainment_40,2014-10-29 03:05:03+00:00,890891
56,True,524685073979678721,twitter15,332,3,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,1.7711999999999997,1.995,3.55,Science & Technology,True_Science & Technology_5,2014-10-21 22:14:04+00:00,28785486
57,True,407164247768977409,twitter15,195,5,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.,1.7218000000000004,1.67,3.91,Entertainment,True_Entertainment_3,0,461275704
58,True,531676808836833280,twitter15,191,3,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL,4.129400000000001,4.7,8.9,Entertainment,True_Entertainment_47,2014-11-10 05:16:43+00:00,42345999
59,True,407198255793987584,twitter15,843,4,2013 was doing alright till i found out paul walker died ..,0.9006000000000003,0.75,1.45,Entertainment,True_Entertainment_18,0,1273301071
60,True,514148279601606656,twitter15,203,2,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL,1.2082000000000002,1.04,2.94,Business,True_Business_11,2014-09-22 20:24:36+00:00,972651
61,True,407209131351629824,twitter15,214,5,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,4.9136,5.77,9.92,Entertainment,True_Entertainment_21,2013-12-01 18:06:37+00:00,54060157
62,True,514142113601437696,twitter15,984,6,"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL",1.255,1.245,2.43,Entertainment,True_Entertainment_37,2014-09-22 20:00:06+00:00,759251
63,True,509464271118688257,twitter15,460,4,source: microsoft in discussions to buy 'minecraft' maker mojang for more than $2 billion - @wsj URL,0.5844,0.505,1.24,Business,True_Business_7,2014-09-09 22:12:02+00:00,6017542
64,True,566999951449001984,twitter15,1032,6,"#assholeoftheday sen. thomas corbin, for saying women are ""a lesser cut of meat"" URL URL",2.6452,2.5650000000000004,3.97,Politics,True_Politics_9,2015-02-15 16:38:17+00:00,1377719425
65,True,513779458340569088,twitter15,189,2,starbucks is testing a new latte that tastes exactly like guinness URL,2.7644,1.99,6.85,Business,True_Business_10,2014-09-21 19:59:03+00:00,5695632
66,True,518870005677826050,twitter15,248,4,hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL,2.3792,2.285,5.5,Business,True_Business_15,2014-10-05 21:07:04+00:00,3108351
67,True,427666815842414592,twitter15,351,3,ex-marlboro man dies from smoking -related disease URL via @fox411,1.7772,2.295,3.13,Health,True_Health_2,2014-01-27 04:58:09+00:00,1367531
68,True,531085761521528834,twitter15,644,3,"good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL",3.941799999999999,2.7,6.67,Science & Technology,True_Science & Technology_13,2014-11-08 14:08:07+00:00,5695632
69,True,563117355254161408,twitter15,597,2,".@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL",1.4528000000000003,1.1,2.25,Entertainment,True_Entertainment_67,2015-02-04 23:30:14+00:00,19426551
70,True,407229989902225408,twitter15,220,2,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,3.2862000000000005,3.1950000000000003,7.65,Entertainment,True_Entertainment_26,2013-12-01 19:29:30+00:00,495605961
71,True,514201362729828352,twitter15,351,2,"three missing afghan officers are in custody at the u.s.-canada border, police say. URL",1.6911999999999991,1.5950000000000002,2.83,Terrorism & War,True_Terrorism & War_7,2014-09-22 23:55:32+00:00,428333
72,True,407205009676587009,twitter15,113,2,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,2.1947999999999994,1.71,6.13,Entertainment,True_Entertainment_20,2013-12-01 17:50:14+00:00,34739186
73,True,524941041301225472,twitter15,286,5,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL,1.6840000000000002,1.48,2.92,Terrorism & War,True_Terrorism & War_14,2014-10-22 15:11:11+00:00,15012486
74,True,536871550184869888,twitter15,143,4,that powerful letter from lego to parents from the 1970s? it's real URL URL,4.4018000000000015,3.8,9.68,Urban Legends,True_Urban Legends_4,2014-11-24 13:18:46+00:00,2461887810
75,True,507242819623587841,twitter15,164,4,"breaking: tesla to choose nevada for gigafactory, sources tell cnbc. URL",3.348799999999999,3.23,6.43,Business,True_Business_0,2014-09-03 19:04:46+00:00,20402945
76,True,529434230938284032,twitter15,355,4,vampire bambi? rare fanged deer confirmed in afghanistan after 60 years URL URL,1.8366,2.39,3.07,Urban Legends,True_Urban Legends_3,2014-11-04 00:45:31+00:00,14173315
77,True,551097831851687938,twitter15,114,3,"donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81 URL",4.097800000000001,3.325,10.82,Entertainment,True_Entertainment_58,2015-01-02 19:28:56+00:00,17525171
78,True,524976106861236226,twitter15,301,3,"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": URL",0.7461999999999999,0.6499999999999999,1.25,Terrorism & War,True_Terrorism & War_26,2014-10-22 17:30:32+00:00,51241574
79,True,524979548195024898,twitter15,582,7,surreal photos out of ottawa: this is a vip being escorted on sparks street URL URL,2.5034000000000005,2.69,3.68,Politics,True_Politics_4,0,22968158
80,True,552706985087361025,twitter15,378,4,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,2.01,1.89,3.88,Natural Disasters,True_Natural Disasters_5,2015-01-07 06:03:08+00:00,5695632
81,True,407193347279699968,twitter15,330,2,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",2.3092,2.31,4.43,Entertainment,True_Entertainment_16,2013-12-01 17:03:53+00:00,22179997
82,True,407187197427593217,twitter15,213,4,"""paul walker's character in fast and the furious was named ""brian"",brian from family guy also died this week,both deaths involved cars."" umm",2.2834000000000008,2.495,3.32,Entertainment,True_Entertainment_13,2013-12-01 16:39:27+00:00,177926698
83,True,528607634099015680,twitter15,224,3,#animaloftheday: the first afghan fanged deer was seen in more than 60 years! URL URL,3.36,2.93,8.97,Science & Technology,True_Science & Technology_11,2014-11-01 18:00:55+00:00,17842366
84,True,524923293711998976,twitter15,600,5,at the war memorial in. ottawa. a soldier has been shot. they are giving him treatment now. #breaking URL,0.7848,0.8,1.27,Terrorism & War,True_Terrorism & War_8,2014-10-22 14:00:40+00:00,180887271
85,True,519131101798100992,twitter15,148,3,"hp confirms that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",3.3946,2.855,7.73,Business,True_Business_18,2014-10-06 14:24:34+00:00,14885549
86,True,528312406498635777,twitter15,733,4,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",1.518199999999999,1.47,2.22,Science & Technology,True_Science & Technology_9,2014-10-31 22:27:47+00:00,2467791
87,True,407192027714322432,twitter15,250,2,hard to believe paul walker died yesterday. no more fast & furious. way too young. #rip URL,3.2502,2.72,7.74,Entertainment,True_Entertainment_15,0,1112745398
88,True,407232661107642368,twitter15,434,2,the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL,0.8372000000000003,0.86,1.53,Entertainment,True_Entertainment_28,2013-12-01 19:40:07+00:00,40076725
89,True,524949828711620608,twitter15,105,2,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL,2.3078000000000003,1.905,6.03,Terrorism & War,True_Terrorism & War_18,2014-10-22 15:46:06+00:00,1367531
90,True,427652211414274048,twitter15,113,2,ex-marlboro man dies from smoking-related disease... URL,3.1979999999999995,2.305,13.62,Health,True_Health_0,0,14669951
91,True,510931521306243072,twitter15,330,2,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL,1.6009999999999998,1.355,3.5,Terrorism & War,True_Terrorism & War_4,2014-09-13 23:22:21+00:00,1367531
92,True,407258075502899200,twitter15,207,5,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL,4.0494,4.495,6.92,Urban Legends,True_Urban Legends_0,0,830115948
93,True,407217865973329920,twitter15,520,6,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL",4.089999999999999,5.035,6.48,Entertainment,True_Entertainment_24,2013-12-01 18:41:19+00:00,275796851
94,True,518924377791164420,twitter15,119,2,"hewlett-packard to split pc, printer business from corporate hardware, according to reports URL URL",4.714199999999999,3.835,13.95,Business,True_Business_16,2014-10-06 00:43:07+00:00,972651
95,True,551082055883563008,twitter15,258,3,family says 'beverly hillbillies' actress donna douglas is dead at age 81 - @nbc12 URL,1.0533999999999994,1.0,1.86,Entertainment,True_Entertainment_57,2015-01-02 18:26:15+00:00,6017542
96,True,524757333608394752,twitter15,299,3,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,1.7059999999999995,1.55,3.64,Science & Technology,True_Science & Technology_6,2014-10-22 03:01:12+00:00,28785486
97,True,528562608463704064,twitter15,940,4,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",1.7056,1.62,2.9,Science & Technology,True_Science & Technology_10,2014-11-01 15:02:00+00:00,2467791
98,True,527162170531151872,twitter15,2863,4,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.' URL,2.0653999999999995,2.49,3.35,Urban Legends,True_Urban Legends_2,2014-10-28 18:17:10+00:00,95023423
99,True,524950264303075328,twitter15,215,6,canada parliament shooting: - still active shooter - 3 separate shooting sites - multiple gunmen - 1 gunmen dead URL,1.2944000000000004,0.89,2.13,Terrorism & War,True_Terrorism & War_19,0,292777349
100,True,524976963862429697,twitter15,1155,3,"the canadian soldier shot at the war memorial has died, officials reported. URL #ottawashooting URL",0.6187999999999998,0.625,0.84,Terrorism & War,True_Terrorism & War_27,2014-10-22 17:33:56+00:00,759251
101,True,525024181218725888,twitter15,1473,6,"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL",0.8292000000000003,0.875,1.35,Terrorism & War,True_Terrorism & War_33,2014-10-22 20:41:33+00:00,18999969
102,True,509463916586762241,twitter15,142,2,breaking: microsoft is near a deal to buy minecraft maker mojang URL,1.9544,1.32,4.83,Business,True_Business_4,2014-09-09 22:10:37+00:00,3108351
103,True,407176873605865472,twitter15,393,3,new info on the crash that killed paul walker URL #rippaulwalker,1.9744,1.895,3.67,Entertainment,True_Entertainment_8,2013-12-01 15:58:26+00:00,40076725
104,True,532203605236154368,twitter15,747,5,rest in peace: big bank hank of sugarhill gang dead at 57 URL URL,2.7114,2.9,3.8,Entertainment,True_Entertainment_50,2014-11-11 16:10:02+00:00,24138795
105,True,567765185407234049,twitter15,301,2,"who from krispy kreme thought ""kkk wednesday"" would be a good idea? URL URL",1.6652000000000005,1.28,2.67,Politics,True_Politics_10,2015-02-17 19:19:03+00:00,13049362
106,True,527286846347567104,twitter15,1181,3,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL",0.368,0.43,0.57,Entertainment,True_Entertainment_39,2014-10-29 02:32:35+00:00,428333
107,True,407158558158254081,twitter15,561,4,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker,1.5731999999999993,1.465,2.94,Entertainment,True_Entertainment_1,2013-12-01 14:45:39+00:00,40076725
108,True,525134787778850818,twitter15,320,3,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,2.6324,2.65,4.88,Science & Technology,True_Science & Technology_7,2014-10-23 04:01:04+00:00,28785486
109,True,518827403452637184,twitter15,160,2,hewlett-packard plans to split into two companies: wsj report URL,2.6450000000000005,2.4,5.15,Business,True_Business_13,2014-10-05 18:17:46+00:00,1652541
110,True,407163869673443328,twitter15,346,3,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,1.7788,1.66,4.03,Natural Disasters,True_Natural Disasters_0,2013-12-01 15:06:45+00:00,22540123
111,True,562090534945431552,twitter15,192,3,'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL,4.260800000000001,4.460000000000001,6.96,Entertainment,True_Entertainment_64,2015-02-02 03:30:01+00:00,532617990
112,True,525077806401994754,twitter15,211,3,prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video URL,1.1283999999999998,0.93,2.72,Politics,True_Politics_6,2014-10-23 00:14:39+00:00,6017542
113,True,407156621450571777,twitter15,95,4,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(,3.6976,2.635,12.83,Entertainment,True_Entertainment_0,0,283799359
114,True,519112613800972288,twitter15,136,2,"in announcing split, hewlett-packard also boosted the number of its expected layoffs by 5,000 to 55,000. URL $hpq",4.200199999999999,4.175000000000001,8.32,Business,True_Business_17,2014-10-06 13:11:06+00:00,3108351
115,True,551135925862805504,twitter15,384,3,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL,1.6979999999999995,1.66,3.34,Health,True_Health_11,2015-01-02 22:00:18+00:00,1367531
116,True,562256876763901953,twitter15,220,3,"""madden nfl 15"" not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL",2.7858,2.635,5.52,Entertainment,True_Entertainment_66,2015-02-02 14:31:00+00:00,91478624
117,True,407192126032986112,twitter15,160,2,"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker: URL",4.6238,5.5,5.5,Natural Disasters,True_Natural Disasters_1,2013-12-01 16:59:02+00:00,51241574
118,True,427762638274437120,twitter15,253,3,actor who played marlboro man in ads dies from smoking-related disease URL,4.3166,2.925,8.03,Health,True_Health_5,2014-01-27 11:18:55+00:00,14173315
119,True,523943647449198592,twitter15,160,3,now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL,4.1554,4.415,9.13,Science & Technology,True_Science & Technology_2,2014-10-19 21:07:54+00:00,17004618
120,True,436160836524965891,twitter15,306,3,nestlé usa has issued a recall of hot pockets. see the varieties affected: URL,2.0610000000000004,2.375,3.27,Health,True_Health_9,2014-02-19 15:30:21+00:00,759251
121,True,551103664124100608,twitter15,183,4,"donna douglas, who played elly may on ""beverly hillbillies,"" has died at 81: URL (bill haber, ap) URL",2.9158,2.63,4.74,Entertainment,True_Entertainment_60,2015-01-02 19:52:07+00:00,15754281
122,True,507261372313640961,twitter15,137,2,"more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states: URL",2.033,2.08,4.37,Business,True_Business_2,2014-09-03 20:18:30+00:00,51241574
123,True,523581212175392768,twitter15,1327,8,"hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL",2.8338,2.87,5.3,Science & Technology,True_Science & Technology_0,2014-10-18 21:07:43+00:00,16906137
124,True,407231740764508161,twitter15,156,5,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,2.1608,1.65,4.5,Entertainment,True_Entertainment_27,0,1044963481
125,True,407163499723624449,twitter15,227,2,paul walker died shortly after attending a charity event for his organization reach out worldwide URL,3.6478,3.44,6.6,Entertainment,True_Entertainment_2,2013-12-01 15:05:17+00:00,14511951
126,True,524923341359300608,twitter15,360,4,uniformed canadian soldier shot at war memorial in #ottawa.,0.7762000000000002,0.73,1.32,Terrorism & War,True_Terrorism & War_9,2014-10-22 14:00:51+00:00,19038934
127,True,531833153145823233,twitter15,263,2,just your monday reminder that doritos-flavored mountain dew exists. URL URL,1.9676,1.825,3.73,Entertainment,True_Entertainment_48,2014-11-10 15:37:59+00:00,972651
128,True,531206167302012929,twitter15,287,3,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,0.6997999999999999,0.655,1.3,Entertainment,True_Entertainment_44,2014-11-08 22:06:34+00:00,42345999
129,True,524983325275197440,twitter15,161,3,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL,0.9946,1.07,1.99,Terrorism & War,True_Terrorism & War_29,2014-10-22 17:59:13+00:00,19038934
130,True,536558567206420480,twitter15,411,5,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,2.2898,2.135,4.48,Education,True_Education_1,2014-11-23 16:35:05+00:00,16973333
